Jugador,Equipo,Posición,Partidos,Minutos jugados,Goles,Asistencias,Paradas,Goles encajados,Tiros,Tiros a puerta,Precision tiros (%),Centros,Centros precisos,Precision centros (%),Tiros al palo,Corners forzados,Faltas recibidas,Faltas cometidas,Pases interceptados,Balones robados,Balones robados al ultimo hombre,Goles salvados bajos palos,TA,TR,Penaltis cometidos,Penaltis forzados,Penaltis lanzados,Penaltis anotados,Penaltis parados,Goles en propia meta,Tiros bloqueados,Errores en gol en contra,Regates con exito,Pases claves,Precision de pases (%),Corners precisos (en corto),Faltas colgadas,Faltas colgadas precisas,Faltas directas,Faltas directas a puerta,Goles de falta,Despejes efectivos
Juanlu Sanchez,Fc Sevilla,Lateral derecho,15.0,674.0,2.0,2.0,0.0,0.0,7.0,2.0,29.0,15.0,2.0,13.0,0.0,5.0,4.0,4.0,8.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Juanma Herzog,Ud Las Palmas,Defensa central,8.0,557.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Juanmi Jimenez,Real Betis Sevilla,Extremo izquierdo,10.0,218.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Juanpe Ramirez,Fc Girona,Defensa central,5.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0
Jude Bellingham,Real Madrid,Centrocampista ofensivo,16.0,1326.0,7.0,5.0,0.0,0.0,27.0,12.0,44.0,10.0,0.0,0.0,1.0,6.0,35.0,15.0,16.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,20.0,19.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
Julen Agirrezabala,Athletic Bilbao,Portero,14.0,1206.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Jules Kounde,Fc Barcelona,Lateral derecho,20.0,1615.0,2.0,3.0,0.0,0.0,14.0,5.0,36.0,43.0,7.0,16.0,0.0,10.0,10.0,15.0,11.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,22.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0
Julian Alvarez,Atletico Madrid,Delantero centro,20.0,1276.0,6.0,2.0,0.0,0.0,35.0,17.0,49.0,15.0,5.0,33.0,2.0,8.0,2.0,16.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,77.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0
Julian Chicco,Cd Leganes,Centrocampista defensivo,7.0,182.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justin Smith,Espanyol Barcelona,Centrocampista,5.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Karl Hein,Real Valladolid,Portero,20.0,1800.0,0.0,0.0,63.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
Kelechi Iheanacho,Fc Sevilla,Delantero centro,9.0,399.0,0.0,0.0,0.0,0.0,9.0,2.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kike Barja,Ca Osasuna,Extremo derecho,4.0,85.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,7.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kike Garcia,Deportivo Alaves,Delantero centro,19.0,1193.0,8.0,0.0,0.0,0.0,31.0,14.0,45.0,6.0,1.0,17.0,0.0,5.0,30.0,32.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,9.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Kike Perez,Real Valladolid,Centrocampista,18.0,1162.0,2.0,0.0,0.0,0.0,20.0,5.0,25.0,33.0,8.0,24.0,0.0,5.0,21.0,32.0,7.0,25.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,16.0,82.0,12.0,22.0,5.0,1.0,1.0,0.0,16.0
Kike Salas,Fc Sevilla,Defensa central,15.0,919.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,50.0,0.0,2.0,3.0,10.0,18.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
Kiko Femenia,Fc Villarreal,Lateral derecho,18.0,1545.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,37.0,14.0,38.0,0.0,5.0,10.0,10.0,25.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,12.0,91.0,0.0,5.0,0.0,0.0,0.0,0.0,29.0
Kirian Rodriguez,Ud Las Palmas,Centrocampista ofensivo,19.0,1613.0,0.0,3.0,0.0,0.0,19.0,8.0,42.0,15.0,1.0,7.0,0.0,4.0,15.0,8.0,9.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,15.0,87.0,3.0,4.0,0.0,0.0,0.0,0.0,19.0
Koke Resurreccion,Atletico Madrid,Centrocampista,19.0,1178.0,1.0,1.0,0.0,0.0,7.0,3.0,43.0,9.0,3.0,33.0,0.0,2.0,10.0,16.0,14.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Kylian Mbappe,Real Madrid,Delantero centro,18.0,1548.0,12.0,2.0,0.0,0.0,80.0,42.0,53.0,19.0,4.0,21.0,1.0,26.0,17.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,41.0,26.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ladislav Krejci,Fc Girona,Defensa central,12.0,1000.0,2.0,0.0,0.0,0.0,8.0,4.0,50.0,6.0,1.0,17.0,0.0,1.0,5.0,11.0,15.0,6.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0
Lamine Yamal,Fc Barcelona,Extremo derecho,17.0,1373.0,5.0,9.0,0.0,0.0,61.0,20.0,33.0,41.0,8.0,20.0,2.0,17.0,32.0,12.0,9.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,29.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Leandro Cabrera,Espanyol Barcelona,Defensa central,16.0,1350.0,2.0,1.0,0.0,0.0,9.0,3.0,33.0,11.0,2.0,18.0,1.0,1.0,4.0,10.0,16.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,75.0,0.0,9.0,0.0,0.0,0.0,0.0,77.0
Leo Roman,Rcd Mallorca,Portero,5.0,450.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Logan Costa,Fc Villarreal,Defensa central,15.0,1231.0,2.0,0.0,0.0,0.0,7.0,4.0,57.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0
Loic Bade,Fc Sevilla,Defensa central,16.0,1371.0,0.0,1.0,0.0,0.0,5.0,2.0,40.0,3.0,0.0,0.0,0.0,2.0,2.0,13.0,14.0,19.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,2.0,86.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0
Lucas Rosa,Real Valladolid,Lateral izquierdo,19.0,1710.0,0.0,1.0,0.0,0.0,7.0,3.0,43.0,34.0,5.0,15.0,0.0,11.0,17.0,33.0,26.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,12.0,12.0,79.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0
Lucas Torro,Ca Osasuna,Centrocampista defensivo,19.0,1640.0,3.0,0.0,0.0,0.0,13.0,5.0,38.0,1.0,0.0,0.0,0.0,3.0,24.0,48.0,26.0,25.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,76.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0
Lucas Vazquez,Real Madrid,Lateral derecho,17.0,1055.0,1.0,3.0,0.0,0.0,6.0,2.0,33.0,35.0,6.0,17.0,0.0,10.0,13.0,14.0,6.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,90.0,9.0,1.0,0.0,0.0,0.0,0.0,13.0
Lucien Agoume,Fc Sevilla,Centrocampista defensivo,18.0,1016.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,22.0,19.0,8.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,7.0,82.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
Luis Milla,Fc Getafe,Centrocampista,20.0,1784.0,1.0,2.0,0.0,0.0,23.0,4.0,17.0,125.0,32.0,26.0,0.0,12.0,32.0,27.0,15.0,26.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,42.0,82.0,59.0,61.0,8.0,3.0,0.0,0.0,17.0
Luis Perez,Real Valladolid,Lateral derecho,19.0,1670.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,72.0,23.0,32.0,0.0,11.0,17.0,11.0,20.0,21.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,18.0,79.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0
Luis Rioja,Fc Valencia,Extremo izquierdo,20.0,1585.0,4.0,0.0,0.0,0.0,14.0,6.0,43.0,130.0,21.0,16.0,2.0,14.0,21.0,9.0,15.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,21.0,18.0,77.0,21.0,14.0,0.0,0.0,0.0,0.0,18.0
Luiz Junior,Fc Villarreal,Portero,6.0,468.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Luka Modric,Real Madrid,Centrocampista,19.0,843.0,1.0,3.0,0.0,0.0,10.0,3.0,30.0,49.0,19.0,39.0,0.0,4.0,8.0,13.0,11.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,31.0,91.0,30.0,12.0,3.0,1.0,0.0,0.0,5.0
Luka Sucic,Real Sociedad,Centrocampista,16.0,1172.0,1.0,1.0,0.0,0.0,29.0,8.0,28.0,10.0,1.0,10.0,2.0,7.0,14.0,10.0,11.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Mamadou Sylla,Real Valladolid,Delantero centro,14.0,756.0,2.0,1.0,0.0,0.0,13.0,3.0,23.0,4.0,0.0,0.0,0.0,3.0,14.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Manu Bueno,Fc Sevilla,Centrocampista,2.0,74.0,1.0,0.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Manu Sanchez,Deportivo Alaves,Lateral izquierdo,16.0,1302.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,38.0,9.0,24.0,0.0,6.0,9.0,26.0,16.0,27.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,69.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0
Manuel Fuster,Ud Las Palmas,Extremo izquierdo,14.0,423.0,1.0,0.0,0.0,0.0,10.0,3.0,30.0,20.0,5.0,25.0,0.0,4.0,16.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,88.0,7.0,3.0,0.0,0.0,0.0,0.0,6.0
Manuel Morlanes,Rcd Mallorca,Centrocampista,16.0,1033.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,3.0,43.0,0.0,2.0,10.0,11.0,23.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0
Marash Kumbulla,Espanyol Barcelona,Defensa central,18.0,1462.0,1.0,0.0,0.0,0.0,5.0,2.0,40.0,3.0,2.0,67.0,0.0,0.0,21.0,22.0,15.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,89.0
Marc Bartra,Real Betis Sevilla,Defensa central,12.0,1016.0,2.0,0.0,0.0,0.0,9.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,24.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,79.0,0.0,4.0,0.0,1.0,0.0,0.0,71.0
Marc Bernal,Fc Barcelona,Centrocampista defensivo,3.0,242.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Marc Cardona,Ud Las Palmas,Delantero centro,7.0,89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Casado,Fc Barcelona,Centrocampista defensivo,17.0,1227.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,30.0,19.0,17.0,19.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,7.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Marc Domenech,Rcd Mallorca,Delantero centro,3.0,115.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,2.0,1.0,50.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Roca,Real Betis Sevilla,Centrocampista defensivo,10.0,749.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,7.0,4.0,57.0,0.0,1.0,5.0,15.0,8.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,11.0,88.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0
Marc-Andre ter Stegen,Fc Barcelona,Portero,6.0,497.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Marcao,Fc Sevilla,Defensa central,10.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,6.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0
Marcos Alonso,Celta Vigo,Lateral izquierdo,15.0,1264.0,0.0,0.0,0.0,0.0,13.0,5.0,38.0,17.0,3.0,18.0,0.0,1.0,11.0,12.0,15.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,8.0,89.0,8.0,6.0,0.0,4.0,1.0,0.0,58.0
Marcos Andre,Real Valladolid,Delantero centro,13.0,699.0,1.0,1.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,20.0,9.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Marcos Llorente,Atletico Madrid,Centrocampista derecho,15.0,1039.0,2.0,2.0,0.0,0.0,9.0,4.0,44.0,31.0,11.0,35.0,1.0,7.0,9.0,9.0,10.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Mario Martin,Real Valladolid,Centrocampista defensivo,17.0,1012.0,0.0,1.0,0.0,0.0,13.0,6.0,46.0,3.0,0.0,0.0,0.0,2.0,30.0,25.0,12.0,16.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,5.0,86.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0
Marko Dmitrovic,Cd Leganes,Portero,14.0,1260.0,0.0,0.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0
Martin Tejon,Fc Valencia,Centrocampista ofensivo,4.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Valjent,Rcd Mallorca,Defensa central,16.0,1413.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,2.0,0.0,0.0,0.0,1.0,6.0,8.0,13.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,86.0,0.0,8.0,0.0,0.0,0.0,0.0,83.0
Martin Zubimendi,Real Sociedad,Centrocampista defensivo,19.0,1624.0,1.0,1.0,0.0,0.0,12.0,5.0,42.0,6.0,1.0,17.0,0.0,7.0,15.0,27.0,24.0,28.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,15.0,12.0,85.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0
Marvin Park,Ud Las Palmas,Lateral derecho,10.0,542.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,4.0,18.0,0.0,5.0,11.0,10.0,5.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0
Mateo Flores,Real Betis Sevilla,Centrocampista,5.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mateu Morey,Rcd Mallorca,Lateral derecho,5.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8.0,0.0,1.0,5.0,8.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Matija Nastasic,Cd Leganes,Defensa central,15.0,1208.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,13.0,8.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,83.0,0.0,5.0,0.0,0.0,0.0,0.0,92.0
Mauro Arambarri,Fc Getafe,Centrocampista,19.0,1281.0,5.0,0.0,0.0,0.0,26.0,9.0,35.0,8.0,0.0,0.0,1.0,4.0,21.0,21.0,5.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,9.0,8.0,72.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0
Maximiliano Caufriez,Fc Valencia,Defensa central,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
Miguel de la Fuente,Cd Leganes,Delantero centro,19.0,1273.0,1.0,3.0,0.0,0.0,24.0,12.0,50.0,7.0,1.0,14.0,0.0,4.0,23.0,19.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Miguel Gutierrez,Fc Girona,Lateral izquierdo,18.0,1553.0,1.0,4.0,0.0,0.0,19.0,8.0,42.0,98.0,25.0,26.0,0.0,13.0,15.0,12.0,13.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,28.0,90.0,14.0,12.0,3.0,1.0,0.0,0.0,20.0
Mihailo Ristic,Celta Vigo,Lateral izquierdo,4.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Mika Marmol,Ud Las Palmas,Defensa central,14.0,1052.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,6.0,30.0,0.0,4.0,3.0,17.0,20.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,6.0,82.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0
Mikel Jauregizar,Athletic Bilbao,Centrocampista,17.0,1015.0,1.0,0.0,0.0,0.0,9.0,1.0,11.0,16.0,3.0,19.0,0.0,3.0,17.0,27.0,14.0,18.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,12.0,85.0,4.0,5.0,0.0,0.0,0.0,0.0,13.0
Mikel Oyarzabal,Real Sociedad,Delantero centro,18.0,1199.0,4.0,2.0,0.0,0.0,24.0,8.0,33.0,5.0,2.0,40.0,1.0,10.0,12.0,9.0,1.0,8.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Mikel Vesga,Athletic Bilbao,Centrocampista defensivo,13.0,403.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Moi Gomez,Ca Osasuna,Extremo izquierdo,15.0,504.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,5.0,36.0,0.0,2.0,5.0,9.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,81.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0
Moussa Diarra,Deportivo Alaves,Defensa central,15.0,1119.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,25.0,0.0,1.0,14.0,16.0,11.0,15.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0
